G,AB,H,HR,BB,SO,SB,2B,3B,OPS,OBP,SLG,wOBA,AVG,OBP,SLG,OPS,ISO,BABIP,BB%,K%,BB/K,HR/FB,wOBA,wRC,wRC+,WAR,LD%,GB%,FB%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,EV,LA,Barrel%,HardHit%,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,SwStr%,Zone%,F-Strike%,OPS_target
140,498,116,20,44,125,0,31,0,0.713,0.297,0.416,0.308,0.233,0.297,0.416,0.713,0.183,0.27,0.08,0.228,0.35,0.132,0.308,62,92,0.4,0.17300000000000001,0.426,0.402,0.49200000000000005,0.324,0.184,0.18100000000000002,0.49700000000000005,0.322,88.3,15.0,0.061,0.38799999999999996,0.363,0.726,0.509,0.624,0.858,0.758,0.12300000000000001,0.401,0.619,0.713
142,510,134,6,29,99,15,25,8,0.683,0.305,0.378,0.297,0.263,0.305,0.378,0.683,0.116,0.314,0.053,0.182,0.29,0.046,0.297,57,87,0.4,0.20800000000000002,0.478,0.314,0.32899999999999996,0.396,0.275,0.174,0.534,0.292,88.3,7.6,0.034,0.39399999999999996,0.429,0.6990000000000001,0.534,0.685,0.8809999999999999,0.785,0.114,0.39,0.675,0.683
148,533,125,16,62,170,6,29,5,0.713,0.316,0.398,0.31,0.235,0.316,0.398,0.713,0.163,0.311,0.10300000000000001,0.282,0.36,0.1,0.31,69,91,0.2,0.204,0.36,0.436,0.45799999999999996,0.324,0.218,0.071,0.51,0.42,93.2,16.9,0.114,0.496,0.298,0.7240000000000001,0.478,0.5429999999999999,0.768,0.687,0.149,0.423,0.645,0.713
147,462,110,1,42,97,20,18,3,0.597,0.301,0.297,0.268,0.238,0.301,0.297,0.597,0.058,0.295,0.081,0.187,0.43,0.009000000000000001,0.268,42,68,0.2,0.221,0.473,0.306,0.247,0.401,0.353,0.172,0.647,0.18,86.3,9.4,0.005,0.231,0.271,0.62,0.43799999999999994,0.8220000000000001,0.914,0.884,0.051,0.478,0.629,0.597
141,486,130,14,34,118,1,25,1,0.725,0.316,0.409,0.314,0.267,0.316,0.409,0.725,0.142,0.324,0.065,0.22399999999999998,0.29,0.10400000000000001,0.314,62,83,0.0,0.172,0.46799999999999997,0.36,0.42700000000000005,0.35200000000000004,0.22,0.172,0.449,0.379,88.1,12.7,0.062,0.384,0.39799999999999996,0.782,0.5479999999999999,0.606,0.852,0.7440000000000001,0.14,0.392,0.627,0.725
153,527,134,12,47,91,1,21,1,0.692,0.326,0.366,0.306,0.254,0.326,0.366,0.692,0.112,0.286,0.08,0.155,0.52,0.073,0.306,66,91,0.0,0.201,0.425,0.374,0.384,0.35200000000000004,0.265,0.162,0.575,0.263,86.3,12.8,0.066,0.308,0.33899999999999997,0.6970000000000001,0.49,0.73,0.875,0.8170000000000001,0.09,0.42200000000000004,0.647,0.692
154,611,168,13,38,130,0,36,1,0.722,0.321,0.401,0.314,0.275,0.321,0.401,0.722,0.126,0.329,0.057999999999999996,0.198,0.29,0.086,0.314,78,97,-0.2,0.20199999999999999,0.486,0.312,0.419,0.298,0.28300000000000003,0.161,0.504,0.335,89.4,9.4,0.054000000000000006,0.41700000000000004,0.34299999999999997,0.6709999999999999,0.47600000000000003,0.644,0.892,0.7859999999999999,0.102,0.40700000000000003,0.626,0.722
123,493,121,1,26,122,13,18,2,0.582,0.286,0.296,0.26,0.245,0.286,0.296,0.582,0.051,0.323,0.05,0.233,0.21,0.016,0.26,38,60,-0.2,0.22,0.611,0.16899999999999998,0.335,0.386,0.27899999999999997,0.129,0.59,0.282,87.8,2.0,0.028999999999999998,0.391,0.386,0.726,0.535,0.6409999999999999,0.856,0.769,0.12300000000000001,0.43799999999999994,0.6579999999999999,0.582
153,579,149,19,40,142,4,32,0,0.715,0.304,0.411,0.309,0.257,0.304,0.411,0.715,0.154,0.307,0.064,0.22699999999999998,0.28,0.12,0.309,71,90,-0.3,0.233,0.41,0.35700000000000004,0.382,0.36200000000000004,0.256,0.124,0.523,0.353,89.9,11.8,0.08800000000000001,0.424,0.358,0.72,0.5,0.636,0.805,0.732,0.134,0.39299999999999996,0.634,0.715
151,562,147,5,52,89,13,34,2,0.682,0.326,0.356,0.299,0.262,0.326,0.356,0.682,0.094,0.301,0.084,0.14300000000000002,0.58,0.03,0.299,66,87,-0.3,0.262,0.391,0.34700000000000003,0.325,0.382,0.294,0.138,0.616,0.245,86.6,14.5,0.028999999999999998,0.268,0.317,0.7090000000000001,0.488,0.7509999999999999,0.872,0.828,0.084,0.436,0.615,0.682
140,538,137,23,19,135,0,21,0,0.714,0.292,0.422,0.302,0.255,0.292,0.422,0.714,0.167,0.294,0.033,0.233,0.14,0.13699999999999998,0.302,63,86,-0.4,0.22899999999999998,0.363,0.409,0.436,0.33299999999999996,0.231,0.165,0.47700000000000004,0.358,90.1,15.6,0.087,0.436,0.495,0.775,0.601,0.602,0.8390000000000001,0.7170000000000001,0.17,0.37799999999999995,0.633,0.714
141,540,128,18,42,130,0,23,1,0.68,0.296,0.383,0.295,0.237,0.296,0.383,0.68,0.146,0.276,0.071,0.21899999999999997,0.32,0.11900000000000001,0.295,61,87,-0.4,0.188,0.45,0.363,0.33899999999999997,0.40399999999999997,0.257,0.188,0.526,0.28600000000000003,89.0,10.8,0.087,0.41600000000000004,0.389,0.6629999999999999,0.502,0.642,0.856,0.758,0.121,0.41100000000000003,0.593,0.68
136,523,136,18,31,58,1,24,0,0.717,0.308,0.409,0.31,0.26,0.308,0.409,0.717,0.149,0.263,0.055,0.10300000000000001,0.53,0.098,0.31,65,94,-0.5,0.223,0.385,0.392,0.45799999999999996,0.33799999999999997,0.203,0.193,0.503,0.304,87.4,15.2,0.057999999999999996,0.317,0.39399999999999996,0.67,0.511,0.784,0.94,0.87,0.066,0.42200000000000004,0.601,0.717
142,465,113,13,47,135,0,20,2,0.696,0.317,0.378,0.305,0.243,0.317,0.378,0.696,0.135,0.314,0.091,0.261,0.35,0.13699999999999998,0.305,57,84,-0.7,0.22699999999999998,0.486,0.287,0.39899999999999997,0.32899999999999996,0.272,0.11199999999999999,0.55,0.33799999999999997,89.4,8.9,0.076,0.43200000000000005,0.275,0.633,0.426,0.564,0.85,0.743,0.109,0.42100000000000004,0.634,0.696
140,465,110,11,34,97,4,23,0,0.646,0.289,0.357,0.282,0.237,0.289,0.357,0.646,0.12,0.273,0.067,0.191,0.35,0.067,0.282,46,72,-1.1,0.19,0.374,0.436,0.366,0.374,0.259,0.174,0.561,0.265,87.8,17.0,0.045,0.33399999999999996,0.307,0.6859999999999999,0.467,0.632,0.872,0.7809999999999999,0.102,0.42200000000000004,0.614,0.646
125,459,111,9,50,90,1,27,2,0.689,0.321,0.368,0.304,0.242,0.321,0.368,0.689,0.126,0.279,0.096,0.17300000000000001,0.56,0.065,0.304,57,78,-1.6,0.22699999999999998,0.401,0.37200000000000005,0.447,0.337,0.217,0.195,0.473,0.332,86.5,14.8,0.04,0.317,0.27699999999999997,0.7240000000000001,0.47100000000000003,0.664,0.897,0.8190000000000001,0.085,0.434,0.633,0.689
